geometry;name;indexOfID;id
MULTIPOLYGON(((7186665.38050111 669122.473433416,7186675.35764968 669157.980576156,7186672.2641287 669248.693850314,7186650.81171904 669249.077204257,7186592.76367678 669248.023182559,7186592.29391485 669182.486075474,7186579.79368185 669139.734273472,7186665.38050111 669122.473433416)));Residencial do Parque;952;2726
MULTIPOLYGON(((7186642.00212714 668338.55041376,7186746.23459823 668340.531916397,7186756.47497123 668348.155159341,7186753.99781259 668361.936632016,7186761.45258779 668372.603347921,7186756.70658249 668405.63155719,7186636.68565661 668477.060729426,7186642.00212714 668338.55041376)));Veredas Barigui;953;2727
MULTIPOLYGON(((7186421.92344985 666252.946488038,7186482.88316078 666341.70483862,7186501.54561476 666340.256190709,7186720.823501 666351.193233469,7186771.99493438 666353.748990788,7186972.60850355 666390.41000031,7186974.39933911 666371.951674178,7186987.16015017 666376.516212381,7187043.93620926 666655.063374365,7187040.85932988 666729.762662,7186940.28987275 666723.684471425,7186933.82300262 666790.333176845,7186828.55493141 666787.93847453,7186805.91802968 667173.813217122,7186909.31035669 667124.910933431,7187003.62370624 667096.045475121,7187034.82132009 667073.677575936,7187079.68221849 667024.286670831,7187125.39578302 667016.756965876,7187157.05429112 667044.585450555,7187197.86016554 667092.246260235,7187195.49324647 667134.65146569,7187202.20442152 667206.878053766,7187218.92971722 667248.00205076,7187248.46337376 667290.734488567,7187311.00953454 667353.043859008,7187372.83817352 667359.156822044,7187377.74065675 667429.752320808,7187342.46676999 667868.906747838,7187312.32883048 668308.134477787,7187305.57523914 668398.785756619,7187310.83936753 668432.182371235,7187334.07441873 668440.693392711,7187347.48821289 668447.028840516,7187414.07293654 668478.448663447,7187433.24694381 668518.358404737,7187397.21206781 668623.130023683,7187355.13031273 668640.408655191,7187324.30111639 668698.473245471,7187347.37507148 668744.46847421,7187373.94052184 668785.900012299,7187339.27971795 668842.034879976,7187271.21681167 668929.932865751,7187261.98457538 668997.141803262,7187258.7763564 669020.542467735,7187259.11688813 669043.645756937,7187273.38946621 669062.699093925,7187268.50557937 669093.352443,7187258.67822349 669113.651552441,7187261.51450915 669169.020305795,7187263.55668058 669217.940334232,7187263.42794099 669245.725967067,7187261.24942844 669277.922460988,7187247.17516463 669324.858518663,7187219.54189338 669391.030168981,7187203.3983817 669466.70291055,7187196.35681941 669739.918326017,7187222.46081926 669797.45275928,7187220.01844886 669867.030879819,7187213.53930995 670051.509916748,7187179.21926962 670151.992461044,7187161.66078693 670204.366373091,7187155.58639006 670229.973894497,7187154.76087394 670267.982193805,7187171.09618795 670340.866840515,7187167.62427432 670340.339873649,7187127.04812038 670344.402476567,7187072.26499349 670342.711230202,7186942.83719298 670315.605777492,7186802.64575845 670326.552986072,7186604.09528488 670321.648781438,7186529.83825519 670311.954036357,7186444.24306197 670260.748720608,7186327.96043936 670133.564572715,7186270.72019907 669967.354051121,7186244.90482906 669882.725614553,7186241.0517586 669865.052008506,7186241.77112082 669836.229645925,7186242.0497092 669786.205654107,7186251.21644867 669733.276163777,7186261.64713622 669706.528230236,7186271.70249112 669695.438685388,7186275.66453107 669690.499110521,7186270.96646592 669683.558764582,7186231.3457714 669644.49846105,7186220.26370999 669633.403223198,7186211.50565138 669628.634813575,7186184.92348505 669614.154710476,7186235.34364367 669498.219055224,7186347.70109368 669270.826422778,7186411.93811305 669099.089091188,7186420.39888372 668953.337043658,7186328.47014339 668667.244917865,7186305.65487389 668521.292219421,7186313.34863084 668447.630399949,7186345.18929724 668181.656337357,7186352.97128078 667997.307351043,7186385.73762916 667099.689580939,7186390.49706872 666969.203222506,7186421.92344985 666252.946488038)));Santo Inácio;954;2728
MULTIPOLYGON(((7186839.1816828 668520.557909471,7186878.51213185 668525.639225757,7187017.85475363 668542.368711827,7187018.5021239 668586.08898395,7186970.18229053 668590.220454258,7186905.57190578 668589.499408435,7186905.6253792 668565.838375929,7186838.65405347 668562.572723158,7186839.1816828 668520.557909471)));Residencial Barigui;955;2729
MULTIPOLYGON(((7187138.51202288 668066.718746385,7187321.21830241 668073.453146474,7187320.26340312 668094.860056328,7187319.59394209 668104.087238948,7187310.66347495 668228.001573935,7187032.13773782 668212.730176871,7187036.13123441 668123.001919265,7187136.86616727 668127.372364586,7187138.51202288 668066.718746385)));Condomínio Porto Felice;956;2730
MULTIPOLYGON(((7187184.95382342 668282.311828358,7187304.13888544 668288.061637462,7187302.79704053 668306.727216702,7187301.37243887 668326.68956485,7187180.55509336 668321.240876243,7187184.95382342 668282.311828358)));Condomínio Michelângelo;957;2731
MULTIPOLYGON(((7186974.15586914 668713.046319163,7187016.4177531 668714.060454547,7187014.33602916 668783.591478961,7186972.55543295 668783.066071436,7186973.48224397 668747.24290025,7186974.15586914 668713.046319163)));Barigui Garden Residence;958;2732
MULTIPOLYGON(((7187028.79668529 668853.773277556,7187054.37316735 668868.119205666,7187098.99969439 668904.837786241,7187090.32919845 669167.557007146,7187130.02496602 669169.133778742,7187126.20024194 669257.225195505,7187174.98311729 669304.249396878,7187161.14741246 669337.536055738,7187072.6356553 669333.723198421,7186961.63693132 669283.208259616,7186892.71487092 669258.053431831,7186855.93782613 669237.620023487,7186851.41486796 669128.006925525,7186855.59364939 669053.965902301,7186853.59345856 668956.799074078,7186860.02698958 668914.788038444,7186937.12250299 668888.233382139,7186989.03309963 668857.58891054,7187028.79668529 668853.773277556)));Universidade Tuiuti;959;2734
MULTIPOLYGON(((7186995.83860837 669169.625628233,7187067.69300923 669174.847195933,7187062.42698184 669251.602070134,7186989.5072969 669245.642310883,7186995.83860837 669169.625628233)));Universidade Tuiuti;960;2736
MULTIPOLYGON(((7187189.14123528 669226.056662452,7187254.12402531 669227.127429693,7187254.10505965 669245.326724322,7187254.10353805 669248.083295827,7187188.16452729 669245.531537105,7187189.14123528 669226.056662452)));Condomínio Belle Ville;961;2741
MULTIPOLYGON(((7186129.0490556 669282.211974951,7186256.60138175 669342.168148274,7186209.19411788 669447.72058907,7186064.57732206 669375.81853657,7186057.250265 669309.452999611,7186083.46469721 669311.835982318,7186111.31450947 669324.208769266,7186129.0490556 669282.211974951)));Estacionamento Shopping Barigui;962;2743
MULTIPOLYGON(((7186062.98835016 669442.876343442,7186085.80542268 669448.47602085,7186171.00543549 669501.359775265,7186169.31076967 669508.350014559,7186150.67817563 669510.891104719,7186145.33427657 669536.646934383,7186125.60263311 669531.478402922,7186099.87523123 669524.745290191,7186086.97960737 669525.658738109,7186052.74865691 669515.931083415,7186045.26442742 669513.804470044,7186062.98835016 669442.876343442)));Sam's Club;963;2744
MULTIPOLYGON(((7186374.3839722 669301.936241225,7186501.50079037 669314.756954775,7186500.29630923 669355.776460504,7186516.77297991 669459.069304168,7186515.42183536 669483.598667593,7186505.38654564 669504.517450955,7186456.16239908 669509.157028565,7186416.4795842 669503.042297472,7186371.30937319 669490.198621392,7186370.12627089 669473.353460515,7186371.60873789 669327.845690587,7186374.3839722 669301.936241225)));Parque Barigui;964;2754
MULTIPOLYGON(((7186063.95352033 669841.422993633,7186073.32301034 669847.768557515,7186043.79239164 669890.309317604,7186108.73911894 669932.738767912,7186118.75380646 669939.746472921,7186099.40488242 669975.213435208,7186022.23190843 669893.969631678,7186063.95352033 669841.422993633)));Estacionamento Havan Barigui;965;2755
MULTIPOLYGON(((7186073.32301034 669847.768557515,7186095.6148804 669862.466336893,7186101.25273767 669854.671010055,7186142.62005618 669881.732343524,7186108.73911894 669932.738767912,7186043.79239164 669890.309317604,7186073.32301034 669847.768557515)));Havan Barigui;966;2756
MULTIPOLYGON(((7186145.85880676 669814.041008057,7186150.54509274 669847.287466234,7186131.99096209 669849.748601148,7186128.39706172 669815.972787058,7186145.85880676 669814.041008057)));Pedale Bikes;967;2757
MULTIPOLYGON(((7186254.29194288 670075.691716325,7186255.97097252 670097.92515639,7186258.68106934 670115.725220465,7186263.34061888 670133.55001216,7186269.03098435 670147.836756571,7186281.17096104 670167.205065935,7186252.06005814 670167.841860892,7186239.39628598 670170.558370317,7186242.60186923 670149.282206619,7186242.77086444 670135.955051697,7186245.92015391 670119.114558199,7186254.29194288 670075.691716325)));Jardinete República Oriental do Uruguay;968;2759
MULTIPOLYGON(((7186656.19620509 669575.49515973,7186714.83929377 669709.141085746,7186658.71865101 669734.376472648,7186600.68027309 669597.609911174,7186656.19620509 669575.49515973)));Expo Renault Barigui;969;2760
MULTIPOLYGON(((7187193.68229328 669596.552127635,7187191.89249624 669711.863409553,7187061.53552233 669713.494901056,7187060.24521401 669609.614705088,7187152.85447652 669603.903574457,7187193.68229328 669596.552127635)));Condomínio Passaredo;970;2762
MULTIPOLYGON(((7186842.82649149 669253.007824062,7186952.92722764 669283.380094889,7186882.53449937 669380.066857486,7186895.84776326 669432.075558059,7186906.34159113 669473.103162595,7186863.44052063 669490.237334821,7186898.69297264 669588.357995331,7186944.52869262 669705.425871691,7186973.39188076 669799.694325926,7187001.9540858 669868.677639131,7187026.35184584 669976.924675195,7187047.65751587 669996.007516178,7187092.8757784 669985.785332266,7187135.14955966 669995.495884884,7187182.09293677 670018.756818776,7187205.39380107 670043.871362067,7187198.57117153 670073.473638113,7187162.87543923 670179.341092711,7187152.24025407 670214.287328373,7187147.75918153 670264.502976597,7187150.86811748 670316.344115587,7187157.74792788 670366.090260795,7187133.63859047 670368.933198292,7187109.96522421 670367.10351845,7187082.41573175 670367.790067808,7187072.10954619 670368.051610309,7187039.71684504 670384.602379304,7187011.66294663 670397.968687143,7186985.22000683 670383.920626603,7186951.62794369 670373.645059569,7186927.18055506 670366.463485878,7186908.50542947 670363.610735778,7186892.87642442 670366.028038114,7186866.48896948 670376.407329098,7186818.18038126 670414.475889861,7186783.63320348 670453.242087427,7186748.8086778 670473.715034568,7186709.88478797 670488.109720258,7186672.71623391 670488.160663459,7186646.20998884 670487.82392539,7186617.1537783 670483.27982712,7186596.99660229 670474.130592215,7186572.05514374 670452.647270464,7186540.34014415 670421.933380634,7186506.92503617 670390.745345276,7186501.14459496 670380.953933228,7186463.71246176 670327.593100331,7186413.34750756 670278.927435783,7186388.90783447 670259.785046171,7186355.92468156 670235.564722439,7186311.35706151 670201.459576842,7186282.84283899 670158.54459357,7186272.99526663 670135.744763486,7186249.0000538 670033.453761383,7186235.34856608 670010.0827861,7186202.74242174 669921.082984253,7186197.2226219 669892.43319142,7186166.72772507 669758.221924436,7186180.54937866 669675.343297976,7186258.87513005 669516.54351518,7186314.24710666 669381.243837321,7186350.35083118 669327.738391122,7186367.38326735 669338.747590412,7186364.37410589 669491.972101515,7186417.86271745 669506.681347425,7186459.65286979 669512.601391225,7186507.98750919 669509.972649235,7186542.37111917 669504.984623228,7186641.08335784 669501.996178263,7186671.91208193 669489.890885205,7186714.65811781 669435.904686626,7186760.89164918 669426.830616366,7186767.45612538 669363.151975798,7186728.93401139 669370.402099585,7186731.5439233 669316.331472493,7186842.82649149 669253.007824062)));Parque Barigui;971;2764
MULTIPOLYGON(((7186710.68332461 670158.959887633,7186758.06257147 670195.002829378,7186749.84292541 670208.067431716,7186752.74486602 670217.721819771,7186740.44841536 670234.275891744,7186731.86058429 670236.18906091,7186723.64089503 670249.253613994,7186704.17554986 670235.334865524,7186699.60032098 670238.818017244,7186694.01061594 670242.801367049,7186689.98512581 670242.247291599,7186687.52216724 670238.161792224,7186684.54317819 670234.582817916,7186686.61053288 670230.554787795,7186688.68426567 670226.023828083,7186670.74276784 670211.621466402,7186677.38063843 670203.607215017,7186681.13245283 670186.431772208,7186690.33428404 670175.411840497,7186704.03440675 670166.974040026,7186710.68332461 670158.959887633)));Maggiore Eventos;972;2768
MULTIPOLYGON(((7187388.50056965 665962.88506617,7187413.53474621 665978.305398432,7187396.4376305 666015.327767291,7187398.82454113 666016.705388696,7187421.21923059 666029.668614598,7187409.58708769 666051.174884136,7187407.28569472 666055.422116954,7187394.59913461 666078.877089679,7187392.18435474 666083.33418037,7187387.43394312 666092.118550521,7187393.59790238 666093.542918897,7187390.48057236 666100.164373888,7187336.94093779 666067.861870093,7187330.354327 666063.887003898,7187388.50056965 665962.88506617)));Hiper Condor São Braz;973;2772
MULTIPOLYGON(((7187467.24663593 666237.514808544,7187592.06162019 666240.368286868,7187587.44973747 666305.936601628,7187586.40700284 666324.82759243,7187459.82993116 666309.506621819,7187467.24663593 666237.514808544)));Colégio Estadual Padre Silvestre Kandora;974;2786
MULTIPOLYGON(((7187736.3784358 666197.23416079,7187743.55499284 666209.033692057,7187714.86493985 666227.642953738,7187708.96315292 666219.360343749,7187719.37765313 666212.114779101,7187717.84875623 666209.439822605,7187736.3784358 666197.23416079)));Unidade de Saúde São Braz;975;2804
MULTIPOLYGON(((7187637.958687 666226.016671793,7187655.71977221 666261.569653064,7187670.89601482 666256.264466251,7187688.8068375 666285.088826155,7187716.04755932 666328.938828751,7187698.05812488 666341.342144885,7187685.7944467 666339.570426074,7187672.61292142 666337.666609427,7187644.09358332 666333.540509352,7187646.91544826 666311.431942344,7187587.44973747 666305.936601628,7187592.06162019 666240.368286868,7187592.43411959 666227.284031242,7187637.958687 666226.016671793)));Condomínio Residencial Celeste;976;2844
MULTIPOLYGON(((7187750.2731499 666208.644007092,7187763.16367645 666229.579033788,7187724.44585639 666257.299854247,7187709.57122835 666233.774806794,7187750.2731499 666208.644007092)));Escola Estrelinha;977;2847
MULTIPOLYGON(((7187672.61292142 666337.666609427,7187685.7944467 666339.570426074,7187686.7572569 666400.439529598,7187683.9310251 666400.545349945,7187670.2755484 666400.235248232,7187672.61292142 666337.666609427)));Residencial Oliveira;978;2849
MULTIPOLYGON(((7187337.41138888 666610.10510544,7187358.9945378 666640.212343517,7187323.50785527 666646.733640246,7187337.41138888 666610.10510544)));Jardinete Francisco das Chagas Lima;979;2865
MULTIPOLYGON(((7187377.78121466 666768.817395899,7187388.45849021 666834.957001406,7187418.15143625 666828.434570494,7187412.85267082 666970.383114988,7187380.63711081 666983.765303484,7187330.72976528 666998.033978455,7187304.9120554 666941.484930748,7187344.534177 666900.860523426,7187334.23733518 666858.508719752,7187314.24955683 666848.038847719,7187318.56475076 666835.094378972,7187328.94371615 666803.995709814,7187377.78121466 666768.817395899)));Paysage Golden Hill Condomínio;980;2866
MULTIPOLYGON(((7187781.9903858 666692.014276809,7187798.42882246 666733.175903514,7187815.79053625 666725.855958476,7187828.89623233 666772.218031828,7187811.78891265 666791.161332974,7187770.55362924 666804.734172951,7187739.79919516 666710.31412409,7187781.9903858 666692.014276809)));Escola Municipal CEI Júio Moreira;981;2867
MULTIPOLYGON(((7187849.26401085 666680.726198927,7187864.3032449 666702.533673663,7187837.19621196 666759.533805747,7187828.89623233 666772.218031828,7187815.79053625 666725.855958476,7187798.42882246 666733.175903514,7187781.9903858 666692.014276809,7187794.41454408 666688.888709498,7187802.5394813 666690.297487935,7187849.26401085 666680.726198927)));Praça Neuman Cortes Monclaro;982;2869
MULTIPOLYGON(((7187956.86882432 666073.447844713,7188032.54234155 666227.511408833,7188096.76242036 666360.769588004,7188010.30729411 666345.69361733,7188013.08116902 666335.506064404,7188007.04084392 666324.102621838,7187979.47559491 666301.083862896,7187919.4380647 666222.781030247,7187897.41771692 666216.280752135,7187892.03245269 666258.439454051,7187770.99296076 666197.602287442,7187806.60866829 666159.148198096,7187839.36514838 666137.782010928,7187897.69874379 666104.055501268,7187956.86882432 666073.447844713)));Condomínio Grand Ville;983;2896
MULTIPOLYGON(((7187532.73500094 664449.846379667,7187945.47053561 664596.13528244,7188870.06173014 664959.277955984,7188756.06393891 665554.822771971,7188717.67146374 665680.268294358,7188792.76608928 665695.82402187,7188788.45659442 665764.06822696,7188934.55730357 665788.047044955,7189101.31737866 665834.55793173,7189134.02975484 665843.624936884,7189183.32355661 665846.608078947,7189183.78865764 665818.803038406,7189283.04798501 665831.378013188,7189430.26520966 665828.61702219,7189505.40636126 665830.520499601,7189508.33962325 665879.176444398,7189498.814451 665984.861085348,7189496.83808935 666006.741712576,7189477.48253921 666163.74178778,7189417.15277273 666294.34480642,7189349.13337964 666395.440406143,7189348.41115759 666396.508089063,7189304.21764288 666462.922752979,7189300.24043904 666529.976382861,7189063.31314693 666685.381006745,7189004.91359476 666716.28028138,7188857.49347183 666715.678080326,7188817.8801527 666726.223937389,7188805.06481499 666733.198505825,7188782.9919809 666745.219707849,7188767.20982126 666753.807495896,7188765.04600894 666754.988015192,7188838.2269024 666956.625310192,7188658.86179506 666970.805981436,7188623.89494596 666975.603219843,7188665.83602219 667057.622568295,7188704.5883662 667090.492563479,7188734.15503733 667216.076142248,7188716.41898963 667246.321620168,7188696.24943875 667280.712240437,7188393.57655521 667280.353082411,7188247.40011951 667296.370676283,7188235.92862329 667230.115847728,7188198.42903736 667157.158388129,7188156.71052935 667065.32455622,7187645.5379601 667256.083862155,7187596.23563369 667280.450316479,7187544.8579382 667292.667634086,7187530.55608565 667297.107243403,7187511.41400654 667325.471052501,7187503.69585417 667384.742583437,7187475.01596123 667403.278795378,7187414.25796412 667411.696355503,7187377.74065675 667429.752320808,7187372.83817352 667359.156822044,7187311.00953454 667353.043859008,7187248.46337376 667290.734488567,7187218.92971722 667248.00205076,7187202.20442152 667206.878053766,7187195.49324647 667134.65146569,7187197.86016554 667092.246260235,7187157.05429112 667044.585450555,7187125.39578302 667016.756965876,7187079.68221849 667024.286670831,7187034.82132009 667073.677575936,7187003.62370624 667096.045475121,7186909.31035669 667124.910933431,7186805.91802968 667173.813217122,7186828.55493141 666787.93847453,7186933.82300262 666790.333176845,7186940.28987275 666723.684471425,7187040.85932988 666729.762662,7187043.93620926 666655.063374365,7186987.16015017 666376.516212381,7186974.39933911 666371.951674178,7186972.60850355 666390.41000031,7186771.99493438 666353.748990788,7186720.823501 666351.193233469,7186806.33569415 666068.520067884,7186823.33961014 666040.844059003,7186845.43081091 666026.399516008,7186877.19172496 666019.237305731,7186882.37000937 666018.848657962,7186920.11605165 666015.925318787,7186968.52928423 666009.5021883,7187022.90146701 665997.790622609,7187049.8887582 665985.166854548,7187071.18935142 665971.939521543,7187172.00326688 665894.615268617,7187072.17023965 665767.065413721,7187036.92435763 665744.266340676,7187040.96979363 665731.54992997,7187151.83880406 665721.72182443,7187180.45109337 665711.149619034,7187193.24582576 665697.726184742,7187200.43606202 665686.014218209,7187202.07308272 665671.859468071,7187180.6534478 665125.715155149,7187153.82585858 664869.493385494,7187084.5816811 664542.311700429,7187084.86142619 664542.083746595,7187183.60918852 664513.304777759,7187403.12522167 664469.496089035,7187427.54426031 664484.614229152,7187497.43977042 664490.591416372,7187518.5125764 664481.352546704,7187532.73500094 664449.846379667)));São Braz;984;2920
MULTIPOLYGON(((7187897.41771692 666216.280752135,7187919.4380647 666222.781030247,7187979.47559491 666301.083862896,7188007.04084392 666324.102621838,7188013.08116902 666335.506064404,7188010.30729411 666345.69361733,7188000.57269116 666424.118743904,7187974.57730454 666425.506896823,7187934.05996836 666427.670824084,7187943.69756271 666368.702652958,7187918.76610851 666336.97362729,7187856.8581684 666383.744079163,7187842.80611351 666368.056161457,7187829.43058162 666378.232931813,7187821.26125921 666366.9943907,7187835.24475518 666356.030345577,7187875.61127866 666329.376290705,7187851.09061537 666293.990446069,7187889.71336656 666270.373082717,7187892.03245269 666258.439454051,7187897.41771692 666216.280752135)));Condomínio Vilaggio Montecatini;985;2931
MULTIPOLYGON(((7187927.40564097 666468.485839207,7187927.39530338 666482.721865384,7187916.63860597 666482.709220052,7187916.61957172 666495.858553177,7187899.84750575 666495.841729686,7187899.85269581 666483.808997471,7187895.03383072 666483.799550069,7187895.04681411 666468.456896076,7187927.40564097 666468.485839207)));Conjunto Comercial Capela;986;2955
MULTIPOLYGON(((7188010.30729411 666345.69361733,7188096.76242036 666360.769588004,7188245.53059776 666393.832339119,7188245.07885202 666405.256173436,7188245.84126853 666503.723776109,7188245.66720471 666524.014910915,7187874.62859414 666556.99073579,7187883.63831796 666513.860937533,7187938.69330947 666511.444958753,7187937.71595183 666462.506706406,7187976.54873185 666458.611641335,7187974.57730454 666425.506896823,7188000.57269116 666424.118743904,7188010.30729411 666345.69361733)));Harmony Village Condominium;987;2974
MULTIPOLYGON(((7188374.17663126 666343.188544339,7188371.35039458 666413.934169436,7188337.7929899 666413.186306017,7188335.96121748 666403.665844892,7188308.26323265 666402.990608867,7188299.04186927 666358.637426769,7188374.17663126 666343.188544339)));Praça Vergílio Pedro Carbonera;988;3006
MULTIPOLYGON(((7188245.07885202 666405.256173436,7188293.9295398 666406.455131763,7188295.63891905 666412.442580774,7188328.50515498 666410.857750133,7188329.02812923 666416.035679027,7188335.59432057 666416.288089512,7188413.85731965 666419.280246931,7188439.92624827 666423.577495704,7188434.55746065 666505.470031443,7188369.64964155 666506.456163353,7188245.84126853 666503.723776109,7188245.07885202 666405.256173436)));Condomínio Casa Personnalite;989;3016
MULTIPOLYGON(((7188066.02638521 666555.119230726,7188067.62202747 666580.985724258,7188049.57283397 666583.900833798,7188054.17314492 666639.021701785,7188074.36727565 666637.340603207,7188075.48048165 666663.684075556,7188047.1170295 666665.746662556,7188045.67325784 666646.401588233,7188010.33375083 666649.102009595,7188011.51885078 666669.651138474,7187958.12802503 666674.542031094,7187952.29567544 666622.303784832,7187879.66630661 666628.646292993,7187874.33716363 666574.231421143,7187974.63690828 666563.644107823,7187976.28943584 666584.92335051,7187999.16442565 666583.245267408,7188021.25523493 666581.37634946,7188020.31667553 666560.588819548,7188066.02638521 666555.119230726)));Condomínio Residencial Paraná;990;3034
MULTIPOLYGON(((7188154.60962551 666543.299599204,7188157.23981033 666571.503198016,7188134.94663758 666573.611123713,7188080.9219018 666578.70589625,7188078.29186538 666550.49239457,7188154.60962551 666543.299599204)));Jardinete Rachel Costa de Rocha Loures;991;3036
MULTIPOLYGON(((7188134.94663758 666573.611123713,7188140.68661268 666635.990434693,7188085.84989054 666641.346532871,7188084.77461758 666611.049538406,7188080.9219018 666578.70589625,7188134.94663758 666573.611123713)));Condomínio Residencial Paraná;992;3038
MULTIPOLYGON(((7188232.49817104 666538.078025253,7188232.23266942 666559.484793751,7188209.43350958 666560.409335795,7188210.99978689 666578.820462147,7188213.68696277 666652.420626579,7188207.75645936 666652.719286917,7188174.97814383 666654.354887269,7188166.73999215 666545.100063365,7188232.49817104 666538.078025253)));Condomínio Fontana Maggiore;993;3039
MULTIPOLYGON(((7187923.57001856 666880.099946022,7187973.98214877 666966.898530812,7187983.46233544 666990.277354322,7187997.7689473 667019.290025329,7187977.45140963 667028.212889037,7187968.4545227 667025.656159561,7187964.99049425 667034.28560571,7187942.69495656 667045.477706094,7187867.14347718 666910.848887191,7187923.57001856 666880.099946022)));Condomínio Castel Vicenza;994;3040
MULTIPOLYGON(((7188148.93156671 666807.965959916,7188166.00566138 666898.687605866,7188154.21648787 666900.633781955,7188117.38561373 666911.011753315,7188112.48016266 666908.163866169,7188071.83707806 666834.857138365,7188148.93156671 666807.965959916)));Condomínio Via Veneto I;995;3042
MULTIPOLYGON(((7188509.95670735 666733.036336325,7188522.26279121 666767.971196749,7188526.33340437 666792.551322317,7188408.8480051 666812.321472148,7188403.20854623 666785.619261559,7188396.98285785 666756.163075363,7188509.95670735 666733.036336325)));Residencial Via Veneto VI;996;3048
MULTIPOLYGON(((7188254.66758644 666761.076463951,7188265.57431372 666835.523627495,7188227.07253386 666842.188687157,7188220.75924108 666764.498723638,7188254.66758644 666761.076463951)));Residencial Via Veneto IV;997;3049
MULTIPOLYGON(((7188383.40354294 666758.640563822,7188394.36745286 666813.328830826,7188279.43376372 666833.683580906,7188270.94499101 666783.976582658,7188383.40354294 666758.640563822)));Residencial Via Veneto V;998;3050
MULTIPOLYGON(((7187512.24695752 667398.169478939,7187548.75495013 667398.624715633,7187560.49055097 667440.070096088,7187558.29845233 667440.847608672,7187538.49915821 667449.9369472,7187535.63734733 667448.452517087,7187512.24695752 667398.169478939)));Villa Pádova;999;3051
MULTIPOLYGON(((7187890.39773883 667256.156253296,7187897.90447024 667277.840482253,7187824.36349671 667273.724895702,7187890.39773883 667256.156253296)));Jardinete Valentino Guzzo;1000;3052
MULTIPOLYGON(((7187679.36847055 667600.039976856,7187681.31451353 667603.887363408,7187690.93696238 667622.881509683,7187628.34858575 667652.775233239,7187617.41816352 667629.408521377,7187679.36847055 667600.039976856)));Villa Siena Condomínio;1001;3054
MULTIPOLYGON(((7187751.35223553 667552.29452588,7187774.38827173 667557.260300199,7187826.5055058 667577.237667028,7187854.1036369 667598.347821256,7187877.73452772 667591.157476867,7187937.66645998 667600.115290653,7187931.598574 667644.247400312,7187934.03607269 667665.516525934,7187935.065273 667674.473574958,7187950.7411122 667707.276961206,7187960.75558699 667776.4606646,7187951.10066798 667775.152825616,7187913.31651793 667838.68849554,7187711.70343376 667805.97569712,7187677.85529846 667766.426261089,7187628.34858575 667652.775233239,7187690.93696238 667622.881509683,7187706.95554401 667667.278566207,7187731.03604433 667679.088866071,7187751.35223553 667552.29452588)));Palladio Condominium;1002;3055
MULTIPOLYGON(((7188026.72594621 667280.139601871,7188087.15665778 667283.749791067,7188081.48652318 667331.610002286,7188020.90893521 667328.229169217,7188025.07838297 667304.78866942,7188026.72594621 667280.139601871)));Condomínio Villa Allegro;1003;3059
MULTIPOLYGON(((7188156.86243532 667286.258146667,7188171.80084397 667287.631460643,7188198.2031669 667290.053096405,7188195.29283076 667340.473443363,7188153.6144657 667337.992135117,7188156.86243532 667286.258146667)));Residencial Montese;1004;3061
MULTIPOLYGON(((7187973.97715293 667466.33487403,7188031.42496549 667468.399551996,7188033.25344951 667517.198215311,7188010.70681343 667516.514486288,7187966.44555682 667512.39063723,7187970.70783625 667488.639532634,7187973.97715293 667466.33487403)));Green Fields Residence;1005;3063
MULTIPOLYGON(((7187966.44555682 667512.39063723,7188010.70681343 667516.514486288,7187998.70207722 667590.765845808,7187981.67502741 667589.869175137,7187957.62865879 667585.081844369,7187966.44555682 667512.39063723)));Forte Viannello;1006;3064
MULTIPOLYGON(((7188036.00372919 667415.706700646,7188098.90193764 667418.664113687,7188095.52519989 667458.473910996,7188065.05033925 667457.490190506,7188036.44643044 667457.495660678,7188036.00372919 667415.706700646)));Condomínio Villa Real;1007;3065
MULTIPOLYGON(((7188380.08513712 667083.547612827,7188384.59685504 667102.901254163,7188330.10397948 667109.980388216,7188324.05409346 667087.820723905,7188380.08513712 667083.547612827)));Praça Isabel Kokkatt Gbur;1008;3066
MULTIPOLYGON(((7188287.95082237 667329.786071882,7188597.28488089 667356.570372987,7188574.74478253 667422.916261888,7188579.19716131 667460.319802163,7188569.1729901 667490.399215868,7188560.88022883 667498.898311522,7188538.20336862 667477.567031711,7188494.94363705 667457.981391028,7188468.92725718 667427.271713252,7188424.2752493 667416.281452889,7188390.60047868 667416.052814773,7188273.1922156 667415.313526469,7188278.85472805 667384.083712115,7188245.49532113 667387.883530472,7188251.12095726 667360.496686841,7188285.13604936 667362.751755574,7188287.95082237 667329.786071882)));Condomínio Dom Carlo;1009;3069
MULTIPOLYGON(((7188255.94237995 667306.960849649,7188612.78800769 667330.402553808,7188619.9374164 667358.532908461,7188597.28488089 667356.570372987,7188287.95082237 667329.786071882,7188253.88899626 667326.836283212,7188255.94237995 667306.960849649)));Condomínio Vila do Sol;1010;3070
MULTIPOLYGON(((7187953.31016517 667643.492266018,7188050.28892638 667653.224794836,7188042.95362162 667718.99281276,7187950.7411122 667707.276961206,7187952.33166269 667667.737062184,7187952.68462795 667658.988419968,7187953.31016517 667643.492266018)));Villa Imperiali;1011;3072
MULTIPOLYGON(((7187950.7411122 667707.276961206,7188042.95362162 667718.99281276,7188131.45324415 667730.843496496,7188127.72243675 667766.111400661,7188124.49430505 667796.606545362,7187960.75558699 667776.4606646,7187950.7411122 667707.276961206)));Villagio Castel Maggiore;1012;3073
