geometry;name;indexOfID;id
MULTIPOLYGON(((7180791.93383789 671856.215393066,7180791.90740967 671855.926635742,7180791.91040039 671855.63684082,7180791.9432373 671855.348388672,7180792.00518799 671855.06439209,7180792.0958252 671854.788391113,7180792.21380615 671854.523803711,7180792.38641357 671854.223205566,7180804.54681396 671835.134033203,7180805.15142822 671834.293823242,7180805.80841064 671833.56842041,7180806.54302979 671832.921813965,7180807.34564209 671832.361633301,7180808.20599365 671831.895202637,7180809.12042236 671831.525634766,7180809.25280762 671831.487792969,7180809.39599609 671831.461791992,7180809.54083252 671831.449584961,7180809.68579102 671831.452026367,7180809.83001709 671831.46862793,7180809.972229 671831.499389648,7180810.11083984 671831.543823242,7180810.19903564 671831.58203125,7180810.52783203 671831.786621094,7180810.60119629 671831.848999023,7180810.70239258 671831.953186035,7180810.79223633 671832.066833496,7180810.87139893 671832.18963623,7180810.93780518 671832.318786621,7180810.99102783 671832.453613281,7180811.03063965 671832.593200684,7180811.05682373 671832.736816406,7180811.06860352 671832.881591797,7180811.06604004 671833.026794434,7180811.04943848 671833.171020508,7180811.01861572 671833.312805176,7180810.94219971 671833.549438477,7180805.23101807 671851.579589844,7180804.81243896 671852.693786621,7180804.30279541 671853.710632324,7180803.68902588 671854.668212891,7180802.97802734 671855.556030273,7180802.1776123 671856.364196777,7180801.29663086 671857.08380127,7180800.34503174 671857.70703125,7180799.33319092 671858.22644043,7180798.27142334 671858.637207031,7180797.61663818 671858.814819336,7180796.94580078 671858.923828125,7180796.26739502 671858.963195801,7180795.58862305 671858.932006836,7180794.91680908 671858.831237793,7180794.25878906 671858.661193848,7180793.62103271 671858.42401123,7180793.3616333 671858.295837402,7180793.11602783 671858.141601562,7180792.88720703 671857.96282959,7180792.6776123 671857.76159668,7180792.48980713 671857.540222168,7180792.32543945 671857.300842285,7180792.18658447 671857.046386719,7180792.07421875 671856.778625488,7180791.98962402 671856.500610352,7180791.93383789 671856.215393066)));MARIA GOMES;781;782
MULTIPOLYGON(((7179132.29302979 669977.714599609,7179113.50842285 669977.708984375,7179132.34320068 669969.331787109,7179132.29302979 669977.714599609)));null;782;783
MULTIPOLYGON(((7181379.39178467 669112.72479248,7181379.31939697 669111.25,7181379.39178467 669109.775024414,7181379.60839844 669108.314208984,7181379.96740723 669106.881835938,7181380.46478271 669105.491394043,7181381.09619141 669104.156433105,7181381.85522461 669102.889831543,7181382.73498535 669101.703796387,7181383.72680664 669100.609619141,7181384.82080078 669099.617797852,7181386.00683594 669098.73840332,7181387.27362061 669097.979187012,7181388.60864258 669097.347595215,7181389.99902344 669096.850219727,7181391.43139648 669096.491394043,7181392.89239502 669096.274597168,7181394.3671875 669096.202209473,7181395.84204102 669096.274597168,7181397.30279541 669096.491394043,7181398.7354126 669096.850219727,7181400.12542725 669097.347595215,7181401.46038818 669097.979187012,7181402.72698975 669098.73840332,7181403.91320801 669099.617797852,7181405.00738525 669100.609619141,7181405.99902344 669101.703796387,7181406.87878418 669102.889831543,7181407.63800049 669104.156433105,7181408.26940918 669105.491394043,7181408.76678467 669106.881835938,7181409.12561035 669108.314208984,7181409.34240723 669109.775024414,7181409.41479492 669111.25,7181409.34240723 669112.72479248,7181409.12561035 669114.185424805,7181408.76678467 669115.618225098,7181408.26940918 669117.008605957,7181407.63800049 669118.343383789,7181406.87878418 669119.609985352,7181405.99902344 669120.796020508,7181405.00738525 669121.890197754,7181403.91320801 669122.882019043,7181402.72698975 669123.76159668,7181401.46038818 669124.520812988,7181400.12542725 669125.15222168,7181398.73522949 669125.649841309,7181397.30279541 669126.008422852,7181395.84204102 669126.225219727,7181394.3671875 669126.297607422,7181392.89221191 669126.225219727,7181391.43139648 669126.008422852,7181389.99902344 669125.649841309,7181388.60864258 669125.15222168,7181387.27362061 669124.520812988,7181386.00683594 669123.76159668,7181384.82080078 669122.882019043,7181383.72680664 669121.890197754,7181382.73498535 669120.796020508,7181381.85522461 669119.609985352,7181381.09619141 669118.343383789,7181380.46478271 669117.008605957,7181379.96740723 669115.618041992,7181379.60839844 669114.185424805,7181379.39178467 669112.72479248)));SÃO SILVESTRE;783;784
MULTIPOLYGON(((7179418.6907959 672572.080810547,7179394.64080811 672603.270812988,7179393.18078613 672602.440795898,7179353.05059814 672655.950622559,7179336.28601074 672494.505432129,7179319.41442871 672495.873413086,7179315.47961426 672466.720214844,7179328.55041504 672476.510437012,7179374.74060059 672512.110839844,7179378.82843018 672515.262023926,7179411.56079102 672538.950805664,7179398.07440186 672556.565795898,7179418.6907959 672572.080810547)));ARTHUR MORGENSTERN JÚNIOR;784;785
MULTIPOLYGON(((7182585.30639648 677571.531005859,7182607.15820312 677574.20300293,7182592.94482422 677583.543029785,7182585.30639648 677571.531005859)));null;785;786
MULTIPOLYGON(((7190372.23980713 673786.153015137,7190352.8671875 673785.002807617,7190366.62359619 673776.96661377,7190372.23980713 673786.153015137)));MARIA STACHEKI DE OLIVEIRA;786;787
MULTIPOLYGON(((7191258.14959717 672764.984985352,7191229.24438477 672756.97064209,7191222.43164062 672755.609985352,7191229.87762451 672751.212402344,7191239.1395874 672742.989013672,7191244.36358643 672736.215026855,7191248.26220703 672729.496032715,7191250.81359863 672723.47442627,7191251.48181152 672721.277587891,7191258.14959717 672764.984985352)));ÂNGELA COSTA BAZZO;787;788
MULTIPOLYGON(((7190526.87023926 672727.790222168,7190562.8460083 672768.875,7190549.08563232 672768.825195312,7190541.49200439 672768.408813477,7190531.10620117 672767.351806641,7190522.15081787 672765.980834961,7190512.26501465 672763.453430176,7190503.79663086 672759.600036621,7190496.21020508 672754.690185547,7190526.87023926 672727.790222168)));PADRE GIOVANNI GRACEFFA;788;789
MULTIPOLYGON(((7189291.32019043 672051.520202637,7189286.55059814 672037.140808105,7189298.29022217 672046.110229492,7189296.19018555 672045.420227051,7189294.23022461 672045.730224609,7189292.48022461 672046.850219727,7189291.24023438 672049.120239258,7189291.32019043 672051.520202637)));AFFONSO RAUSCHER;789;790
MULTIPOLYGON(((7189728.57141113 672304.964416504,7189740.10479736 672294.221008301,7189762.07019043 672319.200195312,7189751.48022461 672329.020202637,7189728.57141113 672304.964416504)));null;790;791
MULTIPOLYGON(((7190222.86462402 672193.856994629,7190215.6618042 672215.272583008,7190208.51940918 672231.412231445,7190205.41540527 672232.729431152,7190202.65759277 672205.484008789,7190222.86462402 672193.856994629)));IGYDIO BONATTO;791;792
MULTIPOLYGON(((7188434.46020508 671832.620239258,7188458.06463623 671838.507019043,7188434.97021484 671845.490234375,7188434.46020508 671832.620239258)));LOTÁRIO SEIFERT;792;793
MULTIPOLYGON(((7188520.96020508 671378.530212402,7188502.48339844 671378.744995117,7188500.90740967 671375.06060791,7188509.15020752 671363.540222168,7188511.51019287 671371.57019043,7188514.20019531 671376.180236816,7188520.96020508 671378.530212402)));ARTHUR LUIZ PEREIRA DE LACERDA;793;794
MULTIPOLYGON(((7188622.20019531 671998.910217285,7188621.35144043 672000.000183105,7188606.02038574 672019.687194824,7188607.0960083 672000.000183105,7188607.27020264 671996.810241699,7188615.42022705 672000.000183105,7188618.16021729 672001.07019043,7188620.16021729 672000.000183105,7188622.20019531 671998.910217285)));PROFESSOR BENEDITO NICOLAU DOS SANTOS FILHO;794;795
MULTIPOLYGON(((7188698.34020996 672286.57019043,7188637.46020508 672276.892822266,7188682.3302002 672214.510192871,7188689.0802002 672221.490234375,7188698.21020508 672234.440185547,7188704.05023193 672247.300231934,7188706.5802002 672256.430236816,7188706.45019531 672262.480224609,7188702.07019043 672276.610229492,7188698.34020996 672286.57019043)));JORNALISTA JOSÉ WANDERLEY DIAS;795;796
MULTIPOLYGON(((7176592.81799316 677977.873413086,7176593.54724121 677975.661010742,7176651.96398926 677951.652832031,7176618.76843262 678038.290405273,7176592.81799316 677977.873413086)));WALDOMIRO RAUTH;796;797
MULTIPOLYGON(((7171718.79382324 669487.102233887,7171715.15020752 669530.550231934,7171683.87542725 669527.75982666,7171688.64440918 669484.005187988,7171718.79382324 669487.102233887)));CAPITÃO SHINGO KUBA;797;798
MULTIPOLYGON(((7182492.15283203 671736.872619629,7182470.25018311 671706.550231934,7182497.41021729 671711.970397949,7182492.15283203 671736.872619629)));PROF. ALCEU PEDRAZZI;798;799
MULTIPOLYGON(((7182360.00299072 671931.391784668,7182318.68023682 671959.970397949,7182305.94018555 671942.590209961,7182320.76678467 671937.689208984,7182335.66400146 671934.19519043,7182348.93078613 671932.234436035,7182360.00299072 671931.391784668)));KORNEL DENEGA;799;800
MULTIPOLYGON(((7182486.80480957 671764.758239746,7182466.26019287 671759.890197754,7182470.75018311 671742.060241699,7182486.80480957 671764.758239746)));RODRIGO DAVID E SILVA;800;801
MULTIPOLYGON(((7181807.29602051 671871.762207031,7181779.81542969 671877.16583252,7181774.33520508 671863.957641602,7181790.88342285 671863.728210449,7181804.39044189 671864.429016113,7181807.29602051 671871.762207031)));FRANCISCO PIRKIEL;801;802
MULTIPOLYGON(((7181902.10620117 671935.227783203,7181870.27020264 671947.520202637,7181917.8102417 671899.440185547,7181902.10620117 671935.227783203)));PASTOR LOURIVAL MALINOSKI;802;803
MULTIPOLYGON(((7181388.59442139 672054.465393066,7181417.62042236 672084.372009277,7181403.94921875 672092.056213379,7181388.59442139 672054.465393066)));JOSEPH SMITH;803;804
MULTIPOLYGON(((7181609.34100342 672284.226013184,7181614.60021973 672289.610412598,7181612.20019531 672291.420410156,7181609.34100342 672284.226013184)));NATÁLIA BERTASSO TAVARES;804;805
MULTIPOLYGON(((7181058.44903564 671724.147827148,7181001.42803955 671718.288635254,7181001.17022705 671705.220214844,7180986.70043945 671695.620422363,7180982.65039062 671692.430419922,7180975.90039062 671686.250427246,7180968.3303833 671677.520385742,7180959.80041504 671668.07043457,7180949.37042236 671656.130432129,7180852.73278809 671517.083190918,7180857.2578125 671514.224609375,7180863.01202393 671510.23840332,7180873.17321777 671503.399414062,7180910.48498535 671562.529418945,7180951.24420166 671623.765808105,7180968.85461426 671610.64440918,7180978.17340088 671622.922607422,7180992.92242432 671639.703613281,7181053.3684082 671701.034240723,7181058.88421631 671709.21862793,7181061.77539062 671715.894836426,7181058.44903564 671724.147827148)));TITO SCHIER;805;806
MULTIPOLYGON(((7181571.34503174 671513.077209473,7181535.70678711 671536.62701416,7181534.50018311 671533.610229492,7181535.85021973 671533.660400391,7181536.35021973 671532.730407715,7181535.95019531 671531.500183105,7181539.04022217 671529.970397949,7181536.63043213 671525.090209961,7181533.61022949 671526.550231934,7181533.40020752 671524.880187988,7181531.88043213 671524.430236816,7181531.0302124 671525.240234375,7181530.12023926 671523.290405273,7181528.85021973 671523.740234375,7181520.70361328 671512.022033691,7181571.34503174 671513.077209473)));PADRE JOÃO BAGOZZI;806;807
MULTIPOLYGON(((7181853.48760986 670857.709838867,7181805.19421387 670955.984008789,7181801.17938232 670954.833007812,7181785.21380615 670911.526000977,7181812.50360107 670899.728637695,7181822.31500244 670886.290588379,7181833.93359375 670877.504211426,7181840.9050293 670866.650390625,7181845.51800537 670865.214233398,7181844.53320312 670857.212585449,7181840.0144043 670857.792602539,7181839.89862061 670856.864807129,7181849.91943359 670853.041625977,7181853.48760986 670857.709838867)));PAULO DIETZSCH;807;808
MULTIPOLYGON(((7181943.5604248 670153.802185059,7181903.28918457 670166.062011719,7181888.32458496 670167.115783691,7181877.49023438 670162.130187988,7181899.39019775 670126.670227051,7181943.5604248 670153.802185059)));PADRE DÁRIO ZAMPIERO;808;809
MULTIPOLYGON(((7181259.04022217 670800.82019043,7181200.85021973 670818.90020752,7181200.625 670801.015197754,7181259.04022217 670800.82019043)));null;809;810
MULTIPOLYGON(((7181329.66461182 670599.550598145,7181320.8605957 670599.543823242,7181320.375 670563.87902832,7181329.66461182 670599.550598145)));ALICE ALVES DA CRUZ E OLIVEIRA;810;811
MULTIPOLYGON(((7181131.34698486 669897.619995117,7181102.21081543 669811.503234863,7181104.54742432 669806.085388184,7181115.03118896 669801.611633301,7181116.68359375 669802.569213867,7181131.34698486 669897.619995117)));NOSSA SENHORA DO ROSÁRIO DE FÁTIMA;811;812
MULTIPOLYGON(((7183052.02362061 670800.042236328,7183046.82763672 670826.232788086,7182998.9262085 670816.239196777,7183052.02362061 670800.042236328)));LUIZ AFFONSO LEAL HAUER;812;813
MULTIPOLYGON(((7182925.67840576 670820.339416504,7182921.13378906 670843.165222168,7182872.4786377 670835.003601074,7182866.87561035 670861.986206055,7182817.73498535 670852.711242676,7182819.05480957 670846.431213379,7182853.92718506 670830.432983398,7182871.34002686 670824.337585449,7182889.52423096 670821.596801758,7182919.61462402 670819.874633789,7182925.67840576 670820.339416504)));NAGIBE CHEDE ABRAHÃO;813;814
MULTIPOLYGON(((7180556.0302124 671129.930236816,7180540.07098389 671129.826599121,7180541.15020752 671111.580200195,7180555.11022949 671111.670227051,7180556.0302124 671129.930236816)));RUBENS DE MELO BRAGA;814;815
MULTIPOLYGON(((7189979.71539307 675615.504211426,7189955.06420898 675594.931030273,7189961.54364014 675588.735229492,7189983.64801025 675582.33001709,7190011.11700439 675580.080627441,7189979.71539307 675615.504211426)));CARDEC BAHIA;815;816
MULTIPOLYGON(((7189997.03442383 674918.187011719,7189995.31500244 675009.973205566,7189994.61383057 675021.079223633,7189991.98443604 675036.397583008,7189973.77020264 675113.57019043,7189962.31158447 675111.277038574,7189967.12402344 675098.343017578,7189970.99359131 675068.549438477,7189966.59741211 675068.290039062,7189970.03582764 675049.24798584,7189970.05981445 675045.511230469,7189969.29760742 675041.655822754,7189967.08624268 675038.339782715,7189975.74884033 675038.384033203,7189981.16778564 675000.635986328,7189978.84521484 674978.14642334,7189981.13702393 674967.119628906,7189962.49859619 674967.237792969,7189962.6697998 674903.190185547,7189997.03442383 674918.187011719)));PROFESSORA EZILDA JOSÉ ABUSSAMARA SALLUM;816;817
MULTIPOLYGON(((7189907.5234375 675201.197814941,7189896.54022217 675198.680236816,7189907.96020508 675171.57019043,7189907.5234375 675201.197814941)));TOKIO ITO;817;818
MULTIPOLYGON(((7190186.68780518 674070.578796387,7190075.76080322 674071.975585938,7190075.67358398 674045.23638916,7190118.28863525 674059.886230469,7190180.25219727 674068.13684082,7190186.68780518 674070.578796387)));SIEGFRIED RIGLER;818;819
MULTIPOLYGON(((7189927.36102295 675581.735229492,7189829.57720947 675667.88079834,7189879.93359375 675581.791809082,7189902.04022217 675551.520202637,7189927.36102295 675581.735229492)));CAPITÃO JOVINIANO PEREIRA DE CAMARGO;819;820
MULTIPOLYGON(((7189738.73022461 676359.890197754,7189726.41021729 676349.440185547,7189728.0602417 676350.530395508,7189730.01019287 676350.800231934,7189731.01019287 676350.290405273,7189747.52783203 676330.869384766,7189756.72399902 676338.883239746,7189738.73022461 676359.890197754)));null;820;821
MULTIPOLYGON(((7182565.23022461 669925.580200195,7182556.40020752 669928.520202637,7182555.32440186 669894.465637207,7182565.23022461 669925.580200195)));PROFESSORA MARIA LENIRA GRACIA DE TOLEDO PIZA - NININHA;821;822
MULTIPOLYGON(((7190920.36541748 676134.772399902,7190905.62939453 676146.346984863,7190879.89819336 676123.796386719,7190891.66339111 676110.106201172,7190920.36541748 676134.772399902)));JACOB BUFFARA;822;823
MULTIPOLYGON(((7183030.37939453 670213.327209473,7182994.27319336 670224.509399414,7182972.24182129 670153.794616699,7183008.1697998 670142.148193359,7183030.37939453 670213.327209473)));null;823;824
MULTIPOLYGON(((7182558.32299805 670596.386413574,7182552.67584229 670626.738037109,7182544.40899658 670629.283630371,7182558.32299805 670596.386413574)));NEYLOR VASCONCELLOS DE ANDRADE;824;825
MULTIPOLYGON(((7190317.25018311 679523.800231934,7190289.45019531 679514.720214844,7190290.13018799 679500.950195312,7190286.36022949 679476.880187988,7190282.5802002 679461.740234375,7190280.61022949 679451.850219727,7190280.80023193 679448.850219727,7190292.84020996 679444.640197754,7190304.20019531 679442.080200195,7190308.4407959 679441.387634277,7190317.25018311 679523.800231934)));VICENTE LAGINESTRA;825;826
MULTIPOLYGON(((7191144.54022217 679034.530395508,7191144.7802124 679033.660400391,7191128.76239014 679025.353820801,7191145.40942383 679028.532836914,7191162.50982666 679030.79119873,7191177.35162354 679029.984619141,7191164.28442383 679033.372436523,7191144.54022217 679034.530395508)));MARIA IRENE DE ALBUQUERQUE;826;827
MULTIPOLYGON(((7191423.42443848 681073.67401123,7191391.63043213 681080.170410156,7191383.63018799 681040.840209961,7191381.66003418 681031.153808594,7191385.93023682 681030.290222168,7191420.43658447 681058.470397949,7191423.42443848 681073.67401123)));CARLOS GUILLEN;827;828
MULTIPOLYGON(((7190876.46759033 680243.367004395,7190881.91778564 680257.443786621,7190884.57061768 680264.295410156,7190886.76159668 680269.16998291,7190874.69781494 680293.813598633,7190869.37963867 680306.202209473,7190865.15698242 680317.93359375,7190876.46759033 680243.367004395)));THEREZA GLASER;828;829
MULTIPOLYGON(((7190953.45263672 679748.26184082,7190943.90081787 679784.22644043,7190931.73681641 679777.534423828,7190931.30279541 679775.284790039,7190953.45263672 679748.26184082)));null;829;830
MULTIPOLYGON(((7186628.07220459 673572.830200195,7186616.98883057 673569.996826172,7186621.90203857 673551.625610352,7186651.82659912 673559.700195312,7186647.02520752 673577.676025391,7186635.71240234 673574.783630371,7186628.07220459 673572.830200195)));null;830;831
MULTIPOLYGON(((7186004.78619385 679413.525390625,7186008.53918457 679412.101013184,7186022.11462402 679417.712036133,7186024.68200684 679423.444824219,7186067.55419922 679523.049621582,7185972.16638184 679475.820617676,7186004.78619385 679413.525390625)));GUILHERME DONATTI;831;867
MULTIPOLYGON(((7190073.93060303 678699.31060791,7190080.49523926 678708.235839844,7190067.57061768 678712.003234863,7190065.456604 678719.931213379,7190056.35058594 678722.543823242,7190053.4050293 678722.463195801,7190051.34838867 678720.929382324,7190050.11022949 678716.37298584,7190073.93060303 678699.31060791)));IRACEMA BENGHI RUGGERI;832;832
MULTIPOLYGON(((7188065.46081543 677042.820007324,7188067.30102539 677063.363037109,7188066.59039307 677069.12298584,7188064.70062256 677072.633239746,7188061.57904053 677075.592590332,7187973.3182373 677135.138427734,7187970.17138672 677135.905212402,7187968.18682861 677135.020385742,7187967.01544189 677133.082641602,7187967.26239014 677128.931396484,7187970.55200195 677118.681396484,7187974.39263916 677110.715209961,7187979.02423096 677103.943786621,7187983.26184082 677099.169189453,7188035.91003418 677046.067626953,7188039.79602051 677042.829040527,7188044.86199951 677040.151184082,7188047.9197998 677039.160400391,7188056.87182617 677036.965393066,7188060.56622314 677037.017211914,7188064.09979248 677039.053588867,7188065.46081543 677042.820007324)));PRESIDENTE EISENHOWER;833;833
MULTIPOLYGON(((7188069.60699463 676846.024597168,7188069.12200928 676850.678405762,7188060.23339844 676845.106384277,7188069.60699463 676846.024597168)));AIRTON SOZZI;834;834
MULTIPOLYGON(((7191255.95098877 672857.996826172,7191269.46820068 672861.376037598,7191274.54602051 672905.985229492,7191264.25921631 672908.072387695,7191263.27880859 672908.271240234,7191254.01379395 672910.151184082,7191253.07763672 672910.359008789,7191251.66082764 672910.742004395,7191250.89941406 672910.98223877,7191250.19464111 672911.227600098,7191249.4866333 672911.497192383,7191248.41741943 672911.948608398,7191247.7723999 672912.247619629,7191247.44158936 672912.416015625,7191242.93243408 672915.247802734,7191242.72839355 672915.410583496,7191242.36920166 672915.699401855,7191241.41101074 672916.527832031,7191240.8684082 672917.03302002,7191239.94842529 672917.960205078,7191239.51940918 672918.424194336,7191238.6932373 672919.385986328,7191238.14782715 672920.074829102,7191237.62860107 672920.776611328,7191237.58123779 672920.84362793,7191236.93603516 672921.795410156,7191208.14660645 672966.471435547,7191207.39440918 672967.511413574,7191206.57098389 672968.424621582,7191206.27020264 672968.693603516,7191180.33563232 672972.29699707,7191173.17242432 672922.606018066,7191240.73223877 672911.404785156,7191257.26599121 672861.043029785,7191255.95098877 672857.996826172)));LÚCIA BOZZA PILATTI;835;835
MULTIPOLYGON(((7189739.88018799 672242.890197754,7189727.22039795 672243.129394531,7189735.3302002 672230.730224609,7189739.88018799 672242.890197754)));JAMIL SNEGE;836;836
MULTIPOLYGON(((7188450.8102417 671736.090209961,7188465.8392334 671732.51739502,7188505.3168335 671815.413208008,7188500.17181396 671821.324035645,7188466.34020996 671813.140197754,7188471.44018555 671813.550231934,7188478.60021973 671812.800231934,7188453.8102417 671738.420227051,7188450.8102417 671736.090209961)));DEPUTADO LADISLAU LACHOWSKI;837;837
MULTIPOLYGON(((7189306.14019775 672644.930236816,7189331.13043213 672592.89263916,7189346.60021973 672598.600219727,7189306.14019775 672644.930236816)));null;838;838
MULTIPOLYGON(((7182618.51043701 670737.190429688,7182584.91638184 670747.431030273,7182540.8605957 670761.480834961,7182548.19104004 670680.767211914,7182570.80383301 670698.911437988,7182618.51043701 670737.190429688)));null;839;839
MULTIPOLYGON(((7182370.6628418 671751.987182617,7182371.99682617 671749.046020508,7182398.42022705 671755.90020752,7182394.15020752 671767.840209961,7182370.6628418 671751.987182617)));JOSÉ AFFONSO WERNECK;840;840
MULTIPOLYGON(((7181319.90960693 671755.879394531,7181320.36602783 671775.328613281,7181290.84979248 671813.940795898,7181283.49658203 671822.466003418,7181272.4788208 671835.240234375,7181245.69958496 671788.783630371,7181245.25463867 671788.011413574,7181244.84179688 671787.116821289,7181244.45800781 671786.171203613,7181244.16241455 671785.291992188,7181243.92260742 671784.41583252,7181243.7366333 671783.546386719,7181243.59661865 671782.648010254,7181243.51062012 671781.781433105,7181243.47119141 671780.874206543,7181243.4777832 671780.116638184,7181243.53381348 671779.204040527,7181243.7130127 671777.856384277,7181243.94482422 671776.775390625,7181244.25701904 671775.691040039,7181244.63061523 671774.663208008,7181245.09698486 671773.615234375,7181245.58380127 671772.696228027,7181246.12322998 671771.819641113,7181246.60882568 671771.125610352,7181247.09619141 671770.499633789,7181247.75402832 671769.74798584,7181248.14141846 671769.341186523,7181248.6762085 671768.829589844,7181249.20001221 671768.371582031,7181249.72363281 671767.952026367,7181250.25982666 671767.557800293,7181250.86499023 671767.152587891,7181251.41778564 671766.815612793,7181252.12841797 671766.425415039,7181252.84204102 671766.078796387,7181253.6619873 671765.732788086,7181254.79119873 671765.340637207,7181299.46221924 671750.847412109,7181310.61859131 671751.572631836,7181319.90960693 671755.879394531)));DESEMBARGADOR ARMANDO CARNEIRO;841;841
MULTIPOLYGON(((7181311.09680176 671732.06640625,7181271.74578857 671744.833435059,7181265.206604 671746.95501709,7181242.27978516 671754.393432617,7181238.39660645 671755.653198242,7181233.36663818 671757.285400391,7181232.77740479 671757.410400391,7181232.47619629 671757.426025391,7181231.87701416 671757.362792969,7181231.58563232 671757.284606934,7181231.30401611 671757.176391602,7181231.03540039 671757.03918457,7181230.54803467 671756.684997559,7181230.33483887 671756.471618652,7181230.14501953 671756.236999512,7181229.84399414 671755.715209961,7181229.73602295 671755.433410645,7181226.73138428 671746.172607422,7181226.65759277 671745.899597168,7181226.6105957 671745.620788574,7181226.59143066 671745.338623047,7181226.63598633 671744.775390625,7181226.69940186 671744.499633789,7181226.78961182 671744.231628418,7181226.90563965 671743.973632812,7181227.04620361 671743.728393555,7181227.21038818 671743.49798584,7181227.39624023 671743.284790039,7181227.60198975 671743.091003418,7181227.82598877 671742.918029785,7181228.06561279 671742.768005371,7181228.58343506 671742.541992188,7181233.61340332 671740.91003418,7181237.49639893 671739.649841309,7181260.42321777 671732.211425781,7181266.96258545 671730.090026855,7181302.68438721 671718.500610352,7181303.07019043 671718.397399902,7181303.46459961 671718.335021973,7181303.86340332 671718.31439209,7181304.26220703 671718.335388184,7181304.65661621 671718.398010254,7181305.04241943 671718.501586914,7181305.41522217 671718.644836426,7181305.77099609 671718.826416016,7181306.10583496 671719.044006348,7181306.41601562 671719.295410156,7181306.69842529 671719.57800293,7181306.94958496 671719.888427734,7181307.16699219 671720.223388672,7181307.34802246 671720.579406738,7181307.49078369 671720.952209473,7181311.09680176 671732.06640625)));DESEMBARGADOR ARMANDO CARNEIRO;842;842
MULTIPOLYGON(((7182084.0602417 669369.760192871,7182055.29602051 669378.08203125,7182049.23022461 669356.90020752,7182084.0602417 669369.760192871)));null;843;843
MULTIPOLYGON(((7181397.80023193 669143.600402832,7181400.32800293 669136.565185547,7181401.34643555 669136.32800293,7181403.47601318 669135.635192871,7181405.54559326 669134.758789062,7181407.55578613 669133.692810059,7181409.59259033 669132.364013672,7181411.17901611 669131.089416504,7181412.69000244 669129.70098877,7181413.54638672 669128.850036621,7181415.08099365 669127.015441895,7181416.32281494 669125.236206055,7181416.97802734 669124.149841309,7181417.42541504 669123.429382324,7181417.90362549 669122.813415527,7181418.44342041 669122.250793457,7181419.03863525 669121.747436523,7181419.68322754 669121.30859375,7181420.36999512 669120.93939209,7181421.09143066 669120.643981934,7181421.83978271 669120.424987793,7181422.60681152 669120.285400391,7181423.42340088 669120.223205566,7181452.09820557 669119.544616699,7181453.31298828 669119.515625,7181473.79663086 669119.031005859,7181474.33441162 669119.045227051,7181474.83062744 669119.108215332,7181475.3182373 669119.22064209,7181475.79199219 669119.38104248,7181476.24743652 669119.588012695,7181476.67980957 669119.839416504,7181477.08502197 669120.1328125,7181477.45880127 669120.465026855,7181477.79760742 669120.833190918,7181478.09802246 669121.233215332,7181478.35681152 669121.661193848,7181478.57159424 669122.113037109,7181478.74023438 669122.583984375,7181478.86102295 669123.069396973,7181478.93261719 669123.56439209,7181478.95440674 669124.064208984,7181478.9262085 669124.563598633,7181478.84838867 669125.057800293,7181478.72143555 669125.541625977,7181478.54681396 669126.010437012,7181478.32623291 669126.459411621,7181478.0446167 669126.911987305,7181473.82678223 669132.909606934,7181473.081604 669133.968811035,7181463.12963867 669148.120605469,7181462.53741455 669148.874206543,7181461.89660645 669149.531982422,7181461.18939209 669150.118041992,7181460.42419434 669150.625793457,7181459.60919189 669151.049438477,7181458.75402832 669151.384216309,7181457.8682251 669151.626403809,7181456.96160889 669151.773193359,7181456.04443359 669151.822814941,7181455.12744141 669151.775024414,7181454.22039795 669151.630004883,7181453.29559326 669151.379211426,7181423.14178467 669141.455200195,7181421.93701172 669143.187805176,7181419.04962158 669151.22442627,7181397.80023193 669143.600402832)));MANOEL TAMBOSI;844;844
